Source,Target,Type,Id,Label,timeset,Weight
10472,17985,Undirected,376482,,,1
10472,17819,Undirected,369219,,,1
10472,17699,Undirected,369212,,,1
10472,17497,Undirected,369216,,,1
10472,17494,Undirected,369214,,,1
10472,17411,Undirected,353604,,,1
10472,17297,Undirected,369211,,,1
10472,16788,Undirected,375646,,,1
10472,16745,Undirected,294842,,,2
10472,16744,Undirected,294839,,,2
10472,16332,Undirected,304539,,,7
10472,16303,Undirected,308350,,,2
10472,15944,Undirected,286854,,,1
10472,15686,Undirected,353618,,,2
10472,15648,Undirected,375648,,,1
10472,15493,Undirected,369215,,,1
10472,15418,Undirected,294840,,,2
10472,15394,Undirected,286852,,,1
10472,15326,Undirected,361316,,,1
10472,15251,Undirected,286847,,,1
10472,15013,Undirected,307752,,,19
10472,14917,Undirected,328188,,,2
10472,14846,Undirected,304470,,,1
10472,14845,Undirected,304469,,,1
10472,14825,Undirected,286848,,,1
10472,14738,Undirected,323858,,,1
10472,14555,Undirected,276759,,,1
10472,14296,Undirected,353608,,,2
10472,14269,Undirected,353616,,,2
10472,14057,Undirected,355103,,,1
10472,14056,Undirected,355101,,,1
10472,14054,Undirected,355102,,,1
10472,14002,Undirected,323856,,,1
10472,13997,Undirected,369217,,,1
10472,13904,Undirected,375649,,,1
10472,13885,Undirected,353611,,,1
10472,13881,Undirected,353600,,,2
10472,13795,Undirected,312033,,,4
10472,13761,Undirected,369210,,,1
10472,13715,Undirected,249564,,,1
10472,13714,Undirected,249561,,,1
10472,13675,Undirected,336894,,,1
10472,13607,Undirected,336890,,,1
10472,13600,Undirected,308045,,,2
10472,13437,Undirected,353605,,,1
10472,13364,Undirected,320592,,,1
10472,13275,Undirected,307964,,,2
10472,13130,Undirected,321892,,,3
10472,13121,Undirected,307965,,,2
10472,13026,Undirected,242295,,,1
10472,12944,Undirected,242294,,,1
10472,12943,Undirected,334296,,,5
10472,12905,Undirected,369220,,,1
10472,12900,Undirected,286849,,,1
10472,12897,Undirected,286850,,,1
10472,12886,Undirected,284462,,,1
10472,12884,Undirected,284464,,,1
10472,12864,Undirected,361322,,,1
10472,12825,Undirected,357531,,,1
10472,12807,Undirected,327599,,,2
10472,12805,Undirected,327596,,,3
10472,12771,Undirected,327598,,,1
10472,12737,Undirected,311952,,,3
10472,12634,Undirected,323851,,,2
10472,12607,Undirected,327602,,,1
10472,12606,Undirected,327597,,,1
10472,12588,Undirected,286853,,,1
10472,12573,Undirected,238442,,,2
10472,12405,Undirected,294595,,,1
10472,12362,Undirected,367749,,,2
10472,12329,Undirected,375645,,,1
10472,12315,Undirected,353617,,,1
10472,12300,Undirected,353601,,,1
10472,12297,Undirected,327600,,,2
10472,12254,Undirected,304475,,,1
10472,12252,Undirected,304472,,,1
10472,12218,Undirected,374288,,,4
10472,12185,Undirected,323859,,,2
10472,12180,Undirected,234098,,,2
10472,12179,Undirected,234096,,,5
10472,12177,Undirected,234099,,,2
10472,12176,Undirected,323854,,,2
10472,12150,Undirected,233872,,,2
10472,12149,Undirected,233878,,,5
10472,12147,Undirected,232950,,,5
10472,12146,Undirected,232948,,,1
10472,12116,Undirected,233873,,,2
10472,12093,Undirected,355105,,,1
10472,12092,Undirected,323857,,,1
10472,12062,Undirected,361321,,,4
10472,12060,Undirected,361319,,,1
10472,12005,Undirected,382773,,,3
10472,11996,Undirected,249566,,,10
10472,11995,Undirected,328722,,,4
10472,11992,Undirected,304563,,,2
10472,11976,Undirected,233876,,,6
10472,11971,Undirected,233875,,,2
10472,11941,Undirected,249560,,,1
10472,11937,Undirected,398208,,,1
10472,11933,Undirected,287594,,,2
10472,11924,Undirected,287595,,,2
10472,11911,Undirected,307963,,,4
10472,11811,Undirected,353612,,,3
10472,11772,Undirected,353610,,,2
10472,11769,Undirected,353615,,,2
10472,11748,Undirected,353607,,,2
10472,11701,Undirected,369221,,,1
10472,11687,Undirected,244988,,,1
10472,11655,Undirected,244995,,,1
10472,11567,Undirected,304478,,,2
10472,11557,Undirected,234097,,,12
10472,11555,Undirected,384498,,,2
10472,11530,Undirected,390310,,,1
10472,11529,Undirected,361320,,,1
10472,11523,Undirected,304562,,,2
10472,11521,Undirected,228756,,,1
10472,11495,Undirected,228863,,,6
10472,11487,Undirected,309619,,,5
10472,11479,Undirected,228425,,,1
10472,11469,Undirected,327603,,,2
10472,11465,Undirected,336886,,,4
10472,11461,Undirected,336896,,,3
10472,11459,Undirected,288339,,,1
10472,11457,Undirected,378899,,,2
10472,11423,Undirected,311097,,,1
10472,11401,Undirected,389357,,,1
10472,11383,Undirected,369209,,,1
10472,11376,Undirected,228426,,,2
10472,11375,Undirected,234100,,,3
10472,11374,Undirected,321263,,,3
10472,11364,Undirected,337455,,,6
10472,11362,Undirected,308349,,,2
10472,11356,Undirected,369218,,,1
10472,11324,Undirected,323849,,,4
10472,11322,Undirected,323852,,,1
10472,11318,Undirected,238259,,,1
10472,11316,Undirected,238183,,,2
10472,11289,Undirected,233870,,,11
10472,11279,Undirected,330732,,,2
10472,11269,Undirected,330733,,,2
10472,11251,Undirected,390313,,,2
10472,11241,Undirected,309618,,,3
10472,11218,Undirected,284461,,,9
10472,11214,Undirected,249562,,,2
10472,11165,Undirected,285845,,,9
10472,11149,Undirected,304477,,,2
10472,11143,Undirected,290980,,,1
10472,11138,Undirected,337456,,,1
10472,11128,Undirected,384503,,,1
10472,11099,Undirected,321760,,,3
10472,11097,Undirected,285846,,,2
10472,11093,Undirected,321888,,,2
10472,10999,Undirected,375647,,,1
10472,10998,Undirected,353602,,,1
10472,10994,Undirected,246258,,,8
10472,10993,Undirected,390311,,,1
10472,10983,Undirected,327605,,,1
10472,10963,Undirected,249565,,,3
10472,10946,Undirected,390464,,,1
10472,10943,Undirected,294841,,,1
10472,10940,Undirected,249563,,,4
10472,10936,Undirected,336897,,,1
10472,10915,Undirected,288161,,,1
10472,10910,Undirected,353613,,,3
10472,10909,Undirected,399527,,,1
10472,10908,Undirected,304473,,,2
10472,10907,Undirected,304474,,,2
10472,10900,Undirected,294149,,,16
10472,10891,Undirected,286846,,,1
10472,10845,Undirected,398272,,,5
10472,10844,Undirected,232666,,,14
10472,10835,Undirected,232668,,,1
10472,10829,Undirected,228866,,,54
10472,10828,Undirected,242296,,,2
10472,10827,Undirected,225498,,,14
10472,10804,Undirected,390500,,,3
10472,10767,Undirected,356093,,,1
10472,10763,Undirected,244992,,,1
10472,10762,Undirected,244990,,,1
10472,10759,Undirected,244993,,,1
10472,10756,Undirected,244989,,,1
10472,10755,Undirected,244994,,,1
10472,10738,Undirected,232949,,,15
10472,10727,Undirected,353603,,,2
10472,10711,Undirected,288338,,,8
10472,10708,Undirected,336892,,,1
10472,10706,Undirected,353606,,,4
10472,10702,Undirected,228614,,,9
10472,10701,Undirected,233871,,,4
10472,10698,Undirected,232264,,,1
10472,10685,Undirected,238388,,,1
10472,10679,Undirected,327604,,,4
10472,10667,Undirected,355104,,,1
10472,10664,Undirected,390309,,,1
10472,10657,Undirected,251304,,,9
10472,10645,Undirected,353614,,,2
10472,10644,Undirected,353609,,,2
10472,10638,Undirected,242297,,,14
10472,10637,Undirected,323855,,,1
10472,10628,Undirected,234095,,,4
10472,10625,Undirected,228451,,,52
10472,10620,Undirected,228865,,,1
10472,10617,Undirected,276760,,,4
10472,10577,Undirected,285844,,,9
10472,10575,Undirected,232951,,,25
10472,10571,Undirected,246259,,,17
10472,10570,Undirected,238390,,,27
10472,10564,Undirected,224581,,,1
10472,10563,Undirected,224580,,,1
10472,10558,Undirected,224579,,,68
10472,10556,Undirected,224578,,,4
10472,10555,Undirected,224577,,,1
10472,10554,Undirected,224576,,,1
10472,10550,Undirected,228757,,,10
10472,10542,Undirected,228862,,,29
10472,10541,Undirected,228450,,,55
10472,10539,Undirected,228613,,,50
10472,10537,Undirected,327601,,,4
10472,10536,Undirected,224575,,,1
10472,10535,Undirected,228448,,,33
10472,10534,Undirected,232947,,,8
10472,10533,Undirected,232946,,,7
10472,10530,Undirected,233877,,,15
10472,10529,Undirected,286851,,,2
10472,10504,Undirected,369213,,,2
10472,10501,Undirected,327606,,,2
10472,10490,Undirected,390312,,,1
10472,10476,Undirected,224582,,,59
19841,10472,Undirected,369136,,,1
18825,10472,Undirected,390496,,,2
18299,10472,Undirected,324844,,,2
18298,10472,Undirected,327943,,,2
18297,10472,Undirected,328122,,,2
17695,10472,Undirected,368799,,,1
17576,10472,Undirected,369175,,,1
17575,10472,Undirected,368910,,,1
17496,10472,Undirected,368650,,,1
17372,10472,Undirected,368700,,,1
17283,10472,Undirected,327453,,,1
16876,10472,Undirected,385423,,,1
16795,10472,Undirected,375561,,,1
16793,10472,Undirected,375389,,,1
16791,10472,Undirected,375522,,,1
16417,10472,Undirected,327563,,,1
16345,10472,Undirected,375472,,,1
16098,10472,Undirected,284437,,,1
16061,10472,Undirected,375633,,,1
16055,10472,Undirected,375611,,,1
15725,10472,Undirected,327323,,,2
15649,10472,Undirected,375621,,,1
15647,10472,Undirected,375486,,,1
15494,10472,Undirected,368306,,,1
15492,10472,Undirected,368543,,,1
15491,10472,Undirected,369021,,,1
15490,10472,Undirected,368444,,,1
15002,10472,Undirected,325818,,,1
14785,10472,Undirected,330720,,,2
14614,10472,Undirected,375426,,,1
14425,10472,Undirected,325235,,,1
14424,10472,Undirected,398024,,,1
14306,10472,Undirected,368851,,,1
14194,10472,Undirected,288089,,,2
14191,10472,Undirected,382724,,,1
14081,10472,Undirected,308345,,,1
14053,10472,Undirected,355021,,,1
14018,10472,Undirected,309444,,,12
13893,10472,Undirected,375378,,,1
13835,10472,Undirected,254688,,,1
13735,10472,Undirected,368391,,,1
13709,10472,Undirected,249489,,,2
13676,10472,Undirected,336648,,,1
13619,10472,Undirected,328181,,,2
13601,10472,Undirected,248507,,,1
13366,10472,Undirected,318616,,,1
13250,10472,Undirected,375641,,,1
13132,10472,Undirected,382754,,,1
13131,10472,Undirected,382765,,,1
13093,10472,Undirected,244949,,,1
12991,10472,Undirected,330566,,,1
12954,10472,Undirected,324686,,,1
12919,10472,Undirected,375410,,,1
12898,10472,Undirected,286845,,,1
12806,10472,Undirected,325024,,,2
12777,10472,Undirected,327262,,,1
12770,10472,Undirected,399376,,,1
12609,10472,Undirected,326535,,,1
12608,10472,Undirected,326748,,,1
12574,10472,Undirected,238440,,,2
12553,10472,Undirected,238258,,,2
12536,10472,Undirected,378853,,,2
12411,10472,Undirected,375545,,,1
12355,10472,Undirected,318606,,,1
12330,10472,Undirected,368207,,,2
12250,10472,Undirected,304468,,,1
12247,10472,Undirected,365307,,,1
12204,10472,Undirected,374287,,,2
12198,10472,Undirected,327527,,,2
12196,10472,Undirected,307773,,,4
12182,10472,Undirected,326801,,,1
12181,10472,Undirected,233472,,,1
12154,10472,Undirected,328141,,,1
12148,10472,Undirected,234255,,,4
12145,10472,Undirected,238369,,,3
12121,10472,Undirected,390457,,,3
12111,10472,Undirected,325080,,,2
12099,10472,Undirected,242279,,,1
12065,10472,Undirected,304537,,,2
12004,10472,Undirected,238363,,,1
11979,10472,Undirected,234048,,,8
11972,10472,Undirected,233400,,,3
11939,10472,Undirected,370583,,,2
11918,10472,Undirected,357504,,,1
11917,10472,Undirected,357490,,,4
11916,10472,Undirected,374261,,,2
11915,10472,Undirected,365220,,,2
11898,10472,Undirected,375577,,,1
11886,10472,Undirected,244939,,,1
11885,10472,Undirected,256464,,,5
11838,10472,Undirected,340656,,,2
11830,10472,Undirected,365224,,,1
11817,10472,Undirected,394704,,,2
11816,10472,Undirected,328069,,,3
11802,10472,Undirected,238279,,,6
11756,10472,Undirected,288329,,,1
11689,10472,Undirected,398189,,,1
11688,10472,Undirected,288245,,,1
11674,10472,Undirected,233844,,,13
11648,10472,Undirected,370927,,,1
11619,10472,Undirected,356090,,,1
11602,10472,Undirected,356076,,,1
11598,10472,Undirected,369208,,,2
11597,10472,Undirected,356057,,,1
11578,10472,Undirected,327481,,,1
11569,10472,Undirected,304426,,,1
11564,10472,Undirected,288057,,,4
11532,10472,Undirected,309617,,,1
11520,10472,Undirected,228803,,,11
11511,10472,Undirected,228787,,,7
11510,10472,Undirected,279504,,,4
11508,10472,Undirected,228843,,,8
11480,10472,Undirected,228424,,,3
11476,10472,Undirected,321255,,,1
11464,10472,Undirected,288321,,,1
11463,10472,Undirected,288309,,,1
11460,10472,Undirected,288336,,,1
11451,10472,Undirected,336869,,,1
11422,10472,Undirected,242004,,,9
11406,10472,Undirected,309609,,,2
11404,10472,Undirected,368756,,,1
11394,10472,Undirected,321167,,,1
11380,10472,Undirected,398093,,,1
11321,10472,Undirected,238209,,,1
11314,10472,Undirected,357481,,,1
11312,10472,Undirected,238182,,,2
11263,10472,Undirected,326959,,,4
11257,10472,Undirected,268098,,,2
11254,10472,Undirected,365214,,,2
11217,10472,Undirected,378895,,,3
11216,10472,Undirected,279501,,,5
11213,10472,Undirected,284488,,,15
11212,10472,Undirected,284431,,,8
11211,10472,Undirected,378898,,,5
11210,10472,Undirected,278293,,,9
11176,10472,Undirected,309446,,,3
11175,10472,Undirected,309423,,,2
11140,10472,Undirected,233305,,,5
11131,10472,Undirected,398037,,,2
11129,10472,Undirected,382732,,,1
11100,10472,Undirected,248610,,,1
11092,10472,Undirected,374453,,,3
11091,10472,Undirected,324577,,,1
11088,10472,Undirected,375603,,,1
11082,10472,Undirected,334244,,,3
11042,10472,Undirected,321681,,,2
11036,10472,Undirected,380739,,,1
11034,10472,Undirected,288350,,,1
11012,10472,Undirected,360539,,,4
11008,10472,Undirected,254686,,,4
10953,10472,Undirected,248582,,,12
10947,10472,Undirected,308301,,,2
10942,10472,Undirected,376416,,,1
10939,10472,Undirected,369053,,,1
10921,10472,Undirected,344827,,,1
10912,10472,Undirected,308036,,,1
10902,10472,Undirected,326445,,,2
10901,10472,Undirected,233654,,,4
10898,10472,Undirected,378887,,,1
10849,10472,Undirected,389375,,,1
10846,10472,Undirected,254684,,,4
10843,10472,Undirected,228738,,,16
10833,10472,Undirected,285829,,,4
10820,10472,Undirected,356064,,,1
10818,10472,Undirected,307960,,,4
10794,10472,Undirected,330675,,,2
10789,10472,Undirected,288140,,,2
10774,10472,Undirected,326659,,,4
10771,10472,Undirected,225455,,,2
10768,10472,Undirected,356092,,,1
10765,10472,Undirected,244933,,,1
10764,10472,Undirected,244858,,,1
10761,10472,Undirected,244893,,,1
10760,10472,Undirected,244884,,,1
10758,10472,Undirected,244926,,,1
10757,10472,Undirected,244973,,,1
10754,10472,Undirected,244868,,,1
10753,10472,Undirected,244983,,,1
10747,10472,Undirected,246256,,,24
10704,10472,Undirected,288104,,,8
10693,10472,Undirected,316330,,,2
10689,10472,Undirected,367566,,,2
10677,10472,Undirected,375587,,,1
10659,10472,Undirected,251303,,,11
10658,10472,Undirected,253533,,,5
10656,10472,Undirected,232945,,,15
10655,10472,Undirected,294626,,,9
10654,10472,Undirected,249468,,,11
10643,10472,Undirected,355529,,,12
10642,10472,Undirected,327036,,,2
10641,10472,Undirected,288051,,,4
10640,10472,Undirected,327492,,,5
10632,10472,Undirected,248551,,,1
10623,10472,Undirected,398233,,,2
10622,10472,Undirected,385422,,,6
10621,10472,Undirected,238292,,,2
10573,10472,Undirected,224460,,,1
10572,10472,Undirected,224483,,,1
10569,10472,Undirected,224551,,,1
10568,10472,Undirected,396430,,,1
10567,10472,Undirected,328185,,,3
10566,10472,Undirected,225478,,,6
10565,10472,Undirected,233710,,,22
10562,10472,Undirected,228693,,,3
10561,10472,Undirected,327179,,,8
10560,10472,Undirected,288271,,,6
10559,10472,Undirected,369071,,,1
10557,10472,Undirected,232879,,,19
10553,10472,Undirected,225436,,,31
10552,10472,Undirected,288736,,,3
10551,10472,Undirected,225483,,,69
10540,10472,Undirected,224499,,,2
10538,10472,Undirected,390460,,,13
10532,10472,Undirected,238240,,,18
10531,10472,Undirected,310433,,,1
10528,10472,Undirected,248590,,,3
10526,10472,Undirected,233696,,,7
10525,10472,Undirected,248496,,,3
10522,10472,Undirected,328695,,,2
10521,10472,Undirected,248544,,,21
10505,10472,Undirected,365248,,,1
10503,10472,Undirected,365310,,,1
10502,10472,Undirected,365309,,,1
10500,10472,Undirected,365270,,,1
10499,10472,Undirected,365285,,,1
10493,10472,Undirected,326202,,,1
10477,10472,Undirected,321262,,,2
19841,10476,Undirected,369102,,,1
18825,10476,Undirected,390491,,,2
18299,10476,Undirected,324851,,,1
18298,10476,Undirected,327953,,,1
18297,10476,Undirected,328132,,,1
17819,10476,Undirected,369337,,,1
17699,10476,Undirected,369553,,,1
17695,10476,Undirected,368765,,,1
17576,10476,Undirected,369143,,,1
17575,10476,Undirected,368886,,,2
17513,10476,Undirected,308193,,,1
17497,10476,Undirected,369508,,,1
17496,10476,Undirected,368623,,,1
17494,10476,Undirected,369537,,,2
17411,10476,Undirected,328011,,,1
17372,10476,Undirected,368668,,,1
17283,10476,Undirected,357667,,,2
16800,10476,Undirected,389180,,,1
16790,10476,Undirected,374921,,,1
16774,10476,Undirected,304528,,,3
16744,10476,Undirected,376495,,,1
16496,10476,Undirected,372303,,,1
16332,10476,Undirected,304543,,,9
16303,10476,Undirected,361722,,,2
16249,10476,Undirected,361621,,,1
16172,10476,Undirected,380315,,,1
15836,10476,Undirected,381719,,,1
15725,10476,Undirected,297460,,,4
15686,10476,Undirected,325360,,,1
15649,10476,Undirected,363628,,,1
15494,10476,Undirected,368281,,,2
15493,10476,Undirected,369528,,,2
15492,10476,Undirected,368514,,,2
15491,10476,Undirected,368993,,,1
15490,10476,Undirected,368416,,,2
15418,10476,Undirected,376522,,,1
15326,10476,Undirected,373687,,,1
15136,10476,Undirected,270707,,,1
15088,10476,Undirected,268905,,,2
15013,10476,Undirected,360510,,,2
15002,10476,Undirected,325826,,,2
14957,10476,Undirected,291060,,,1
14917,10476,Undirected,327236,,,1
14913,10476,Undirected,276616,,,5
14876,10476,Undirected,331938,,,1
14825,10476,Undirected,274612,,,1
14804,10476,Undirected,282576,,,1
14738,10476,Undirected,323834,,,5
14710,10476,Undirected,272675,,,2
14641,10476,Undirected,257885,,,1
14640,10476,Undirected,257953,,,1
14639,10476,Undirected,258228,,,1
14638,10476,Undirected,258325,,,1
14637,10476,Undirected,258491,,,1
14636,10476,Undirected,258649,,,1
14618,10476,Undirected,257824,,,1
14590,10476,Undirected,313033,,,5
14561,10476,Undirected,377204,,,1
14514,10476,Undirected,361276,,,1
14512,10476,Undirected,361284,,,1
14425,10476,Undirected,325244,,,1
14424,10476,Undirected,275045,,,1
14361,10476,Undirected,313048,,,5
14306,10476,Undirected,368819,,,1
14296,10476,Undirected,326913,,,3
14269,10476,Undirected,325493,,,3
14267,10476,Undirected,270095,,,1
14259,10476,Undirected,319448,,,1
14257,10476,Undirected,319456,,,1
14194,10476,Undirected,265243,,,5
14122,10476,Undirected,270115,,,2
14087,10476,Undirected,317875,,,1
14081,10476,Undirected,394288,,,2
14056,10476,Undirected,355340,,,2
14054,10476,Undirected,398633,,,1
14053,10476,Undirected,355020,,,2
14030,10476,Undirected,279322,,,1
14018,10476,Undirected,264520,,,20
14002,10476,Undirected,303706,,,1
13997,10476,Undirected,369442,,,1
13899,10476,Undirected,251566,,,1
13885,10476,Undirected,296378,,,2
13881,10476,Undirected,387429,,,1
13835,10476,Undirected,254690,,,5
13815,10476,Undirected,308361,,,2
13795,10476,Undirected,374276,,,1
13790,10476,Undirected,401662,,,1
13761,10476,Undirected,369688,,,1
13735,10476,Undirected,367950,,,2
13715,10476,Undirected,309362,,,10
13607,10476,Undirected,275773,,,2
13601,10476,Undirected,248521,,,1
13600,10476,Undirected,252676,,,2
13521,10476,Undirected,382487,,,1
13520,10476,Undirected,332831,,,1
13518,10476,Undirected,292320,,,1
13505,10476,Undirected,389497,,,2
13491,10476,Undirected,246824,,,2
13490,10476,Undirected,246857,,,2
13479,10476,Undirected,246657,,,1
13437,10476,Undirected,251884,,,5
13364,10476,Undirected,304544,,,2
13291,10476,Undirected,315985,,,2
13279,10476,Undirected,244725,,,3
13275,10476,Undirected,377491,,,1
13274,10476,Undirected,317163,,,1
13218,10476,Undirected,389485,,,1
13208,10476,Undirected,307383,,,4
13206,10476,Undirected,307286,,,1
13192,10476,Undirected,245961,,,2
13190,10476,Undirected,330114,,,1
13132,10476,Undirected,291162,,,1
13130,10476,Undirected,327368,,,3
12954,10476,Undirected,324692,,,1
12943,10476,Undirected,243518,,,2
12905,10476,Undirected,369273,,,1
12891,10476,Undirected,270685,,,1
12882,10476,Undirected,382486,,,2
12864,10476,Undirected,361347,,,1
12831,10476,Undirected,239821,,,5
12825,10476,Undirected,358443,,,3
12810,10476,Undirected,381734,,,1
12806,10476,Undirected,297456,,,5
12805,10476,Undirected,297464,,,6
12777,10476,Undirected,242360,,,2
12771,10476,Undirected,395221,,,1
12770,10476,Undirected,264368,,,2
12745,10476,Undirected,269927,,,1
12744,10476,Undirected,251413,,,3
12678,10476,Undirected,296341,,,1
12676,10476,Undirected,389492,,,1
12644,10476,Undirected,265611,,,1
12634,10476,Undirected,318062,,,3
12610,10476,Undirected,287728,,,1
12609,10476,Undirected,305956,,,2
12608,10476,Undirected,317959,,,2
12607,10476,Undirected,305954,,,1
12606,10476,Undirected,318107,,,2
12573,10476,Undirected,238420,,,3
12553,10476,Undirected,325944,,,1
12536,10476,Undirected,378861,,,1
12439,10476,Undirected,292365,,,1
12435,10476,Undirected,374962,,,1
12413,10476,Undirected,363040,,,1
12405,10476,Undirected,236664,,,5
12404,10476,Undirected,236686,,,1
12393,10476,Undirected,236701,,,3
12363,10476,Undirected,235362,,,1
12362,10476,Undirected,287611,,,9
12354,10476,Undirected,303956,,,5
12330,10476,Undirected,308083,,,3
12321,10476,Undirected,304622,,,1
12317,10476,Undirected,270512,,,1
12299,10476,Undirected,270702,,,1
12296,10476,Undirected,270668,,,1
12244,10476,Undirected,323524,,,1
12238,10476,Undirected,381727,,,1
12218,10476,Undirected,304640,,,5
12204,10476,Undirected,251911,,,4
12196,10476,Undirected,325645,,,1
12182,10476,Undirected,296290,,,3
12181,10476,Undirected,233487,,,1
12180,10476,Undirected,233530,,,2
12179,10476,Undirected,233560,,,16
12177,10476,Undirected,234152,,,2
12154,10476,Undirected,328153,,,1
12150,10476,Undirected,232896,,,5
12149,10476,Undirected,232933,,,3
12148,10476,Undirected,232957,,,3
12146,10476,Undirected,233050,,,4
12145,10476,Undirected,264415,,,9
12136,10476,Undirected,270621,,,1
12121,10476,Undirected,265426,,,6
12116,10476,Undirected,276624,,,3
12112,10476,Undirected,392717,,,1
12111,10476,Undirected,275757,,,14
12099,10476,Undirected,242270,,,1
12098,10476,Undirected,264406,,,2
12095,10476,Undirected,256533,,,4
12092,10476,Undirected,232392,,,3
12065,10476,Undirected,244689,,,3
12062,10476,Undirected,282548,,,3
12061,10476,Undirected,333365,,,2
12060,10476,Undirected,337427,,,1
12022,10476,Undirected,333386,,,1
12005,10476,Undirected,276621,,,2
12004,10476,Undirected,308404,,,4
11996,10476,Undirected,242053,,,8
11995,10476,Undirected,264508,,,2
11992,10476,Undirected,304564,,,1
11979,10476,Undirected,231769,,,20
11976,10476,Undirected,232926,,,6
11972,10476,Undirected,231775,,,19
11971,10476,Undirected,232856,,,3
11965,10476,Undirected,331628,,,1
11963,10476,Undirected,307347,,,1
11948,10476,Undirected,231581,,,7
11942,10476,Undirected,231576,,,2
11941,10476,Undirected,284311,,,6
11939,10476,Undirected,370585,,,2
11937,10476,Undirected,370562,,,1
11933,10476,Undirected,251797,,,29
11925,10476,Undirected,238973,,,11
11924,10476,Undirected,257675,,,13
11918,10476,Undirected,330154,,,2
11917,10476,Undirected,357489,,,4
11916,10476,Undirected,256481,,,9
11915,10476,Undirected,255116,,,5
11911,10476,Undirected,242126,,,8
11904,10476,Undirected,401699,,,1
11900,10476,Undirected,319471,,,1
11898,10476,Undirected,264913,,,2
11886,10476,Undirected,244669,,,2
11885,10476,Undirected,244713,,,12
11884,10476,Undirected,333571,,,4
11851,10476,Undirected,306294,,,2
11850,10476,Undirected,256488,,,1
11847,10476,Undirected,282035,,,3
11838,10476,Undirected,270050,,,1
11830,10476,Undirected,311987,,,1
11819,10476,Undirected,246764,,,1
11817,10476,Undirected,237748,,,16
11816,10476,Undirected,328075,,,2
11814,10476,Undirected,246733,,,1
11811,10476,Undirected,264994,,,9
11802,10476,Undirected,304580,,,3
11784,10476,Undirected,309764,,,1
11777,10476,Undirected,231818,,,4
11772,10476,Undirected,252786,,,5
11771,10476,Undirected,265610,,,3
11769,10476,Undirected,355381,,,3
11756,10476,Undirected,288324,,,1
11751,10476,Undirected,265252,,,1
11748,10476,Undirected,270698,,,6
11701,10476,Undirected,369234,,,1
11700,10476,Undirected,300891,,,3
11699,10476,Undirected,317333,,,1
11695,10476,Undirected,292305,,,1
11689,10476,Undirected,389502,,,4
11688,10476,Undirected,239888,,,2
11687,10476,Undirected,244699,,,1
11674,10476,Undirected,232975,,,26
11659,10476,Undirected,381550,,,1
11655,10476,Undirected,244732,,,4
11652,10476,Undirected,229828,,,2
11651,10476,Undirected,252686,,,1
11648,10476,Undirected,284667,,,2
11619,10476,Undirected,229560,,,1
11614,10476,Undirected,229589,,,1
11602,10476,Undirected,229383,,,2
11601,10476,Undirected,229385,,,1
11600,10476,Undirected,229389,,,1
11598,10476,Undirected,229396,,,15
11597,10476,Undirected,229338,,,2
11591,10476,Undirected,380825,,,1
11578,10476,Undirected,264400,,,3
11567,10476,Undirected,272735,,,3
11564,10476,Undirected,257550,,,22
11560,10476,Undirected,374577,,,2
11555,10476,Undirected,265248,,,4
11546,10476,Undirected,229163,,,1
11533,10476,Undirected,229165,,,2
11532,10476,Undirected,229166,,,11
11530,10476,Undirected,376795,,,4
11529,10476,Undirected,229147,,,5
11523,10476,Undirected,304570,,,2
11520,10476,Undirected,228851,,,17
11511,10476,Undirected,287584,,,7
11510,10476,Undirected,252780,,,9
11508,10476,Undirected,229364,,,41
11495,10476,Undirected,228530,,,6
11487,10476,Undirected,244500,,,16
11480,10476,Undirected,368465,,,1
11476,10476,Undirected,351275,,,1
11465,10476,Undirected,304065,,,2
11464,10476,Undirected,288317,,,1
11463,10476,Undirected,288305,,,1
11460,10476,Undirected,288331,,,1
11459,10476,Undirected,288343,,,1
11457,10476,Undirected,228353,,,2
11456,10476,Undirected,321189,,,1
11442,10476,Undirected,367342,,,3
11431,10476,Undirected,287719,,,2
11423,10476,Undirected,319540,,,2
11422,10476,Undirected,236712,,,28
11421,10476,Undirected,231496,,,2
11406,10476,Undirected,242382,,,7
11404,10476,Undirected,251559,,,6
11401,10476,Undirected,389358,,,1
11394,10476,Undirected,247004,,,4
11383,10476,Undirected,330158,,,1
11379,10476,Undirected,269977,,,5
11378,10476,Undirected,279308,,,1
11377,10476,Undirected,351279,,,1
11376,10476,Undirected,344772,,,3
11375,10476,Undirected,231815,,,48
11374,10476,Undirected,325709,,,2
11373,10476,Undirected,236739,,,2
11372,10476,Undirected,236735,,,2
11364,10476,Undirected,233547,,,25
11362,10476,Undirected,374432,,,2
11356,10476,Undirected,369410,,,1
11339,10476,Undirected,300564,,,5
11336,10476,Undirected,334191,,,1
11325,10476,Undirected,233030,,,3
11322,10476,Undirected,315819,,,1
11321,10476,Undirected,233080,,,7
11320,10476,Undirected,233071,,,2
11318,10476,Undirected,233022,,,4
11317,10476,Undirected,236676,,,1
11314,10476,Undirected,330149,,,3
11313,10476,Undirected,233147,,,1
11312,10476,Undirected,293616,,,3
11292,10476,Undirected,236732,,,1
11289,10476,Undirected,231823,,,26
11279,10476,Undirected,368966,,,1
11263,10476,Undirected,269984,,,9
11257,10476,Undirected,326149,,,1
11254,10476,Undirected,390415,,,1
11251,10476,Undirected,325572,,,2
11241,10476,Undirected,226828,,,38
