Position,Track Name,Artist,Streams,date,region,spotify_id 
56,Loca (feat. Cali y El Dandee),Maite Perroni,375130,2017-08-04--2017-08-11,es,05ZXXyeZFhZtA6DAP3Aw7x
57,Buscando Huellas (feat. J Balvin & Sean Paul),Major Lazer,368597,2017-08-04--2017-08-11,es,6WMYFEd4MJDIjJARHnOxoN
58,Malibu,Miley Cyrus,362473,2017-08-04--2017-08-11,es,2habSXqcJGExM6JJyskY7O
59,Issues,Julia Michaels,338087,2017-08-04--2017-08-11,es,0xG0SHshCStMEyNbNC5d4k
60,Something Just Like This,The Chainsmokers,329951,2017-08-04--2017-08-11,es,6RUKPb4LETWmmr3iAEQktW
61,Chantaje (feat. Maluma),Shakira,328545,2017-08-04--2017-08-11,es,6mICuAdrwEjh6Y6lroV2Kg
62,Ando buscando (feat. Piso 21),Carlos Baute,325964,2017-08-04--2017-08-11,es,7BwJtE8KSbCQKOCTIAY3jX
63,Si No Vuelves,Gente De Zona,323942,2017-08-04--2017-08-11,es,0PE1dlvMZeBqEbm4BtVVSZ
64,New Rules,Dua Lipa,312531,2017-08-04--2017-08-11,es,2ekn2ttSfGqwhhate0LSR0
65,It Ain't Me (with Selena Gomez),Kygo,304907,2017-08-04--2017-08-11,es,3eR23VReFzcdmS7TYCrhCe
66,Crying in the Club,Camila Cabello,304488,2017-08-04--2017-08-11,es,1SJtlNRJDeYHioymcvsqev
67,Vente Pa' Ca (feat. Maluma),Ricky Martin,300535,2017-08-04--2017-08-11,es,7DM4BPaS7uofFul3ywMe46
68,Vacaciones,Wisin,298400,2017-08-04--2017-08-11,es,3dQDid3IUNhZy1OehIfYfE
69,Bebe (feat. Anuel AA),Ozuna,295368,2017-08-04--2017-08-11,es,6SIrNxmmdbv1KUbFBu1PaN
70,Traicionera,Sebastian Yatra,287007,2017-08-04--2017-08-11,es,5J1c3M4EldCfNxXwrwt8mT
71,Unforgettable,French Montana,274451,2017-08-04--2017-08-11,es,3B54sVLJ402zGa6Xm4YGNe
72,Fetish (feat. Gucci Mane),Selena Gomez,274170,2017-08-04--2017-08-11,es,0XLOf9LhyazPX9Ld8jPiUq
73,El Amante (feat. Ozuna & Bad Bunny) - Remix,Nicky Jam,273709,2017-08-04--2017-08-11,es,04f13iELcsYpY2yeLiAcfq
74,Believer,Imagine Dragons,273516,2017-08-04--2017-08-11,es,0CcQNd8CINkwQfe1RDtGV6
75,Signs,Drake,272765,2017-08-04--2017-08-11,es,5EnYT6F7wEcdege6mDHEfO
76,Perro Fiel (feat. Nicky Jam),Shakira,270024,2017-08-04--2017-08-11,es,70lnL3QaSOIIyMa2X9aVRL
77,Ahora Lloras Tú,Ana Mena,268270,2017-08-04--2017-08-11,es,7Fb8u1fxwY1XcRYXJ1tUL2
78,Te Quiero Pa´Mi,Don Omar,267862,2017-08-04--2017-08-11,es,3BY2mafsbsoKGqS380Xnuz
79,El Farsante,DJ Jonathan,266821,2017-08-04--2017-08-11,es,66gNNRsKkmECPQUrvpMQtS
80,Sorry Not Sorry,Demi Lovato,264188,2017-08-04--2017-08-11,es,25C5CowdsfXld2jJanbiex
81,Soy Peor,Bad Bunny,263457,2017-08-04--2017-08-11,es,5MT96Zz0ymUJNm8obKZQr0
82,There for You,Martin Garrix,256992,2017-08-04--2017-08-11,es,6jA8HL9i4QGzsj6fjoxp8Y
83,Andas En Mi Cabeza,Chino & Nacho,256359,2017-08-04--2017-08-11,es,5mey7CLLuFToM2P68Qu1gF
84,Imitadora,Romeo Santos,256262,2017-08-04--2017-08-11,es,6r46lnXFbE9fr2d3KNaGbe
85,Krippy Kush,Farruko,251363,2017-08-04--2017-08-11,es,3rgjBiAMVGnxmsTDmUy8vb
86,Vamo´ a la calle,Carlos Baute,251282,2017-08-04--2017-08-11,es,2yd4FH40jSVLOCgZ1sJM2z
87,Déjame te explico,Reykon,250390,2017-08-04--2017-08-11,es,7jzpAD8q77nwEmSsqUeUjy
88,Amor Con Hielo,Morat,249866,2017-08-04--2017-08-11,es,105pLwtYErO64sPyXsPPAP
89,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,249646,2017-08-04--2017-08-11,es,7F9vK8hNFMml4GtHsaXui6
90,Carita de buena,Efecto Pasillo,246874,2017-08-04--2017-08-11,es,62YL4H1dOpC6702x4i7VQS
91,Sé Que Te Duele,Alejandro Fernández,243927,2017-08-04--2017-08-11,es,5vZfgeDfNhlkKeJqjzSAmg
92,You Don't Know Me - Radio Edit,Jax Jones,235177,2017-08-04--2017-08-11,es,00lNx0OcTJrS3MKHcB80HY
93,Strip That Down,Liam Payne,234638,2017-08-04--2017-08-11,es,6EpRaXYhGOB3fj4V2uDkMJ
94,Shape of You (feat. Zion & Lennox) - Latin Remix,Ed Sheeran,233163,2017-08-04--2017-08-11,es,5nCtCCB5i1OfbADvynNw0i
95,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,226694,2017-08-04--2017-08-11,es,5knuzwU65gJK7IF5yJsuaW
96,La Bicicleta,Carlos Vives,224799,2017-08-04--2017-08-11,es,0sXvAOmXgjR2QUqLK1MltU
97,Safari,J Balvin,222842,2017-08-04--2017-08-11,es,6rQSrBHf7HlZjtcMZ4S4bO
98,Stay (with Alessia Cara),Zedd,217732,2017-08-04--2017-08-11,es,0dA2Mk56wEzDgegdC6R17g
99,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Ozuna,209825,2017-08-04--2017-08-11,es,2FrnTVSHjgnEylKGdHRUK1
100,La Última Vez,Anuel AA,209013,2017-08-04--2017-08-11,es,4J1e3hbf0e5YUZjkxyJWD3
101,Quédate Conmigo,Chyno Miranda,208504,2017-08-04--2017-08-11,es,0a9b4sUavOWgyc9jeScv7Y
102,OK,Robin Schulz,204973,2017-08-04--2017-08-11,es,3bWAqKDWg6u1davspr5IkS
103,Solo Si Es Contigo (feat. Bebe),Bombai,200390,2017-08-04--2017-08-11,es,0Ttqiz6DNvPkThvbnr9vYJ
104,"Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)",Bad Bunny,197747,2017-08-04--2017-08-11,es,4UG962ViiLqoUyx0RjCcwP
105,Galway Girl,Ed Sheeran,197659,2017-08-04--2017-08-11,es,0afhq8XCExXpqazXczTSve
106,No Vacancy (with Sebastián Yatra),OneRepublic,195932,2017-08-04--2017-08-11,es,3Gqj86AgnD8EiIOFIGLubs
107,"Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)",Anuel AA,194035,2017-08-04--2017-08-11,es,5ZF3889W92eTBOROe0lPNN
108,That's What I Like,Bruno Mars,193723,2017-08-04--2017-08-11,es,0KKkJNfGyhkQ5aFogxQAPU
109,Destino o Casualidad,Melendi,192903,2017-08-04--2017-08-11,es,02IJFWVjLSM811RsySQusA
110,Cómo Te Atreves,Morat,191460,2017-08-04--2017-08-11,es,2z0EshEO4XptiepEb9j3Og
111,Bailarina,Maldita Nerea,190341,2017-08-04--2017-08-11,es,4JF79kvgjBfb3hwWyeLyR8
112,Glorious (feat. Skylar Grey),Macklemore,187795,2017-08-04--2017-08-11,es,3HVr6jTVwBHBa2flM0eURR
113,Slide (feat. Frank Ocean & Migos),Calvin Harris,187423,2017-08-04--2017-08-11,es,7tr2za8SQg2CI8EDgrdtNl
114,Mi Religión,Yandel,186732,2017-08-04--2017-08-11,es,2bdD0eYH8XirjVAXq68JAN
115,Báilame - Remix,Nacho,186361,2017-08-04--2017-08-11,es,3VClLWqNn80Llv0PJOsKgr
116,Que Va,Alex Sensation,182113,2017-08-04--2017-08-11,es,7ofxPmTNMj2GP07g1VZa0O
117,Quiéreme (feat. Farruko),Jacob Forever,181328,2017-08-04--2017-08-11,es,4sA0dk2U5tJiPYtx3ZrbIf
118,No Te Hagas,Jory Boy,179998,2017-08-04--2017-08-11,es,5hKjEpYrJIJs6uPl7zw6Y6
119,Deja Que Te Bese,Alejandro Sanz,178712,2017-08-04--2017-08-11,es,0s6yB0ZFl1LvYHAnGhXFga
120,No Promises (feat. Demi Lovato),Cheat Codes,178602,2017-08-04--2017-08-11,es,1louJpMmzEicAn7lzDalPW
121,Your Song,Rita Ora,177901,2017-08-04--2017-08-11,es,4c2W3VKsOFoIg2SFaO6DY5
122,XO TOUR Llif3,Lil Uzi Vert,177177,2017-08-04--2017-08-11,es,2eMwDehkIC1j68U6FA3Eiq
123,Antes de Morirme (feat. Rosalía),C. Tangana,176665,2017-08-04--2017-08-11,es,7aFBy1CBLGnZE1Iv6TvEZE
124,Me Gustas,Kevin Roldan,176518,2017-08-04--2017-08-11,es,2d8rQXA25Yk5ZE3XW1eTXs
125,Dure Dure,JENCARLOS,174851,2017-08-04--2017-08-11,es,42MoYJb42qprlpJU0OEhAT
126,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,173585,2017-08-04--2017-08-11,es,0XfOi87h82i09rQjWYG0Bm
127,Havana,Camila Cabello,172895,2017-08-04--2017-08-11,es,0ofbQMrRDsUaVKq2mGLEAb
128,"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán,172850,2017-08-04--2017-08-11,es,3vBiuyj6nmAGvkXo2nAwjb
129,Esa Boquita,J Alvarez,172188,2017-08-04--2017-08-11,es,3tWeAH4IYIrxV2jrUk9Ab3
130,I Like Me Better,Lauv,171755,2017-08-04--2017-08-11,es,1wjzFQodRWrPcQ0AnYnvQ9
131,Desde Que Estamos Juntos,Melendi,171575,2017-08-04--2017-08-11,es,66VmioeXL4i1TCfHIO8R9t
132,Dile Que Tu Me Quieres,Ozuna,171370,2017-08-04--2017-08-11,es,20ZAJdsKB5IGbGj4ilRt2o
133,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,170772,2017-08-04--2017-08-11,es,6stYbAJgTszHAHZMPxWWCY
134,Borro Cassette,Maluma,170582,2017-08-04--2017-08-11,es,6DUdDIRgLqCGq1DwkNWQTN
135,Bad Liar,Selena Gomez,169079,2017-08-04--2017-08-11,es,1sCxVKWImDZSZKvG0U9B23
136,Soy Peor - Mambo Remix,Omega,168095,2017-08-04--2017-08-11,es,4XkFcE9ZsymqiF0yagd0p1
137,Casi Humanos,Dvicio,167800,2017-08-04--2017-08-11,es,54lOVJJ98nfVFDK1u1csgo
138,Hasta Que Se Seque el Malecón (feat. Farruko) - Remix,Jacob Forever,165588,2017-08-04--2017-08-11,es,6sMPwcpYtxm1mlgYbp1B0t
139,Si Tu Novio Te Deja Sola,J Balvin,160883,2017-08-04--2017-08-11,es,0RFFFGtPn6a58RHY3ccVYX
140,Esencial,Beret,159385,2017-08-04--2017-08-11,es,5SDjlJ4jMFrzrWxn3m010S
141,Sign of the Times,Harry Styles,158982,2017-08-04--2017-08-11,es,5Ohxk2dO5COHF1krpoPigN
142,Me Mata,Bad Bunny,157838,2017-08-04--2017-08-11,es,2wgDAPgBhFA7pnIbm0YOhP
143,Me Acostumbre (feat. Bad Bunny),Arcangel,156618,2017-08-04--2017-08-11,es,2FIm6YsSGL5acOqSuJDh5s
144,Perdonarme (feat. Taburete),Café Quijano,155236,2017-08-04--2017-08-11,es,5UtF2wWiAwUbwRHQ4HCuft
145,Get Low (with Liam Payne),Zedd,154583,2017-08-04--2017-08-11,es,1CKd1PnqfYx0H12V9MSaIY
146,Bebé - Remix,Brytiago,153635,2017-08-04--2017-08-11,es,2jVJYU4X3aD8hlTco3MlsN
147,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,150178,2017-08-04--2017-08-11,es,1NDxZ7cFAo481dtYWdrUnR
148,Fiebre,David Bisbal,148413,2017-08-04--2017-08-11,es,544E59bf3opnM83UHIop94
149,A Ella,KAROL G,147767,2017-08-04--2017-08-11,es,3nqrj9bM1clIkejk7BVPtX
150,Es Tarde,Juanes,146942,2017-08-04--2017-08-11,es,3ktSe2NHl8RO1Fjh7mcvam
151,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,146917,2017-08-04--2017-08-11,es,6YZdkObH88npeKrrkb8Ggf
152,La Gozadera (feat. Marc Anthony),Gente De Zona,144939,2017-08-04--2017-08-11,es,0OMRAvrtLWE2TvcXorRiB9
153,Bailame Despacio,Xantos,144077,2017-08-04--2017-08-11,es,4OaTpLJIa2harufGxfOPUu
154,Amor y dolor,Carlos Baute,142794,2017-08-04--2017-08-11,es,4efQTJSX6Jca1hHZNi74Zd
155,Fiebre (Prod. King DouDou),Bad Gyal,142361,2017-08-04--2017-08-11,es,5xtxxuIqInrLDSfjA6Co3o
156,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,142204,2017-08-04--2017-08-11,es,68EMU2RD1ECNeOeJ5qAXCV
157,HUMBLE.,Kendrick Lamar,140532,2017-08-04--2017-08-11,es,7KXjTSCq5nL1LoYtL7XAwS
158,Slow Hands,Niall Horan,138255,2017-08-04--2017-08-11,es,167NczpNbRF7oWakJaY3Hh
159,Soy Un Don,Juan Magán,138115,2017-08-04--2017-08-11,es,0f7hD4LbGB8GZ67LrgZJZQ
160,Mi Casa,Cruz Cafuné,138040,2017-08-04--2017-08-11,es,3sdbjDa8Rvmfn8k7pz7znc
161,Swish Swish,Katy Perry,137978,2017-08-04--2017-08-11,es,2kVHAQKVtczchKctctzbtK
162,First Time,Kygo,137533,2017-08-04--2017-08-11,es,2Gl0FzuLxflY6nPifJp5Dr
163,Fuego,Juanes,136818,2017-08-04--2017-08-11,es,0mwPE0lPOgnWf2bo14xedJ
164,Caile (feat. Zion & De La Ghetto),Revol,136602,2017-08-04--2017-08-11,es,626rYyBfeAeleh1F5t4B70
165,Versace on the Floor (Bruno Mars vs. David Guetta),Bruno Mars,136233,2017-08-04--2017-08-11,es,5UJshy5HDHdNEVqlJwzsQB
166,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,136067,2017-08-04--2017-08-11,es,6NSMQFKgjpQb0KkjMDYIK0
167,Una Lady Como Tú (feat. Nicky Jam) - Remix,Manuel Turizo,135163,2017-08-04--2017-08-11,es,7MMRoGvm7uhoUVhGvHJ3yW
168,Tu pollo,Justin Quiles,135005,2017-08-04--2017-08-11,es,2i1RgMi6dTpTEPEYEceDs4
169,Ojalá,Beret,134363,2017-08-04--2017-08-11,es,1bKLec07c65Zt7RV5Xt5yo
170,El Ratico,Juanes,134338,2017-08-04--2017-08-11,es,2HqlnQkOtLFLyQgOVYqWkU
171,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,132689,2017-08-04--2017-08-11,es,0H7cz1bR7w9PulJL7Na774
172,I Feel It Coming,The Weeknd,130458,2017-08-04--2017-08-11,es,5GXAXm5YOmYT0kL5jHvYBt
173,Scared to Be Lonely,Martin Garrix,128791,2017-08-04--2017-08-11,es,3ebXMykcMXOcLeJ9xZ17XH
174,La Estrategia,Cali Y El Dandee,127545,2017-08-04--2017-08-11,es,5fqE4mcMADOX0qTuIlpLZL
175,"Simple (feat. Cosculluela, Nengo Flow & Baby Rasta y Gringo)",DJ Luian,126137,2017-08-04--2017-08-11,es,15kZDQoTtpkya2kG8ZPJoi
176,Traicionera - Remix,Sebastian Yatra,125688,2017-08-04--2017-08-11,es,2webQDZmtGioeu3zUUi9We
177,Como te imaginé,Demarco Flamenco,125637,2017-08-04--2017-08-11,es,2GhboGOQfXTIUpFvuSzYgf
178,Perfect Strangers,Jonas Blue,125596,2017-08-04--2017-08-11,es,5bZtRlMBU76vHuDOb1GM5u
179,Congratulations,Post Malone,123881,2017-08-04--2017-08-11,es,3a1lNhkSLSkpJE4MSHpDu9
180,Por Fin Te Encontré,Cali Y El Dandee,123298,2017-08-04--2017-08-11,es,3GpvoKKWZyTwgbLEM9RmWM
181,Que Se Mueran de Envidia (feat. Carla Morrison),Dani Martín,122816,2017-08-04--2017-08-11,es,1XRjmqDFneIrgitJ03WWX1
182,Báilame despacio - Piso 21 Remix,Xantos,122648,2017-08-04--2017-08-11,es,7LFLJWIQFHsaDw5FOltT5Z
183,Sin Contrato (feat. Don Omar & Wisin) - Remix,Maluma,122489,2017-08-04--2017-08-11,es,2xNZeeqmwMPVKnD7FSQfgt
184,Escápate Conmigo - Remix,Wisin,122159,2017-08-04--2017-08-11,es,5P45f6HakSHDwdFj5dO5K5
185,Shed a Light,Robin Schulz,122079,2017-08-04--2017-08-11,es,1cG0umU5TKStygKsPFZ9pY
186,Al Filo de Tu Amor,Carlos Vives,119974,2017-08-04--2017-08-11,es,77a9893yxuz36cBUmBzA8E
187,Breaking Bad,Leiva,119513,2017-08-04--2017-08-11,es,0aePOPP6t864hWQGL8izY5
188,Uno X Uno,Manuel Carrasco,119011,2017-08-04--2017-08-11,es,5UT0srpbH055rM8lyCNTJV
189,Ganas Locas (feat. Farruko),Prince Royce,117981,2017-08-04--2017-08-11,es,7JpzzaCzljQdfnG7wPRqSe
190,No digas nada,Mario Bautista,116630,2017-08-04--2017-08-11,es,1RwoXmQ3RvIdfG8bLeX65g
191,Photograph,Ed Sheeran,116269,2017-08-04--2017-08-11,es,6fxVffaTuwjgEk5h9QyRjy
192,Una Lluna a l'Aigua,Txarango,116246,2017-08-04--2017-08-11,es,1U6JWvRennx9ej9KJOYwDm
193,24K Magic,Bruno Mars,115244,2017-08-04--2017-08-11,es,6b8Be6ljOzmkOmFslEb23P
194,Un Ratito Mas,Bryant Myers,115081,2017-08-04--2017-08-11,es,21lnmphofXWWeSSx0PEMjc
195,Chained To The Rhythm,Katy Perry,114966,2017-08-04--2017-08-11,es,6520aj0B4FSKGVuKNsOCOi
196,Cuánto Me Duele,Morat,114552,2017-08-04--2017-08-11,es,1PVjdldNeaJxETpW0jpJQo
197,Baby I Won't,Danny Ocean,113039,2017-08-04--2017-08-11,es,1G0xFA3KNiKdbjhT2asL43
198,Me mata tu amor (feat. Yomil & El Dany),Angeles,112532,2017-08-04--2017-08-11,es,3YQBIHEtp2l2kNSmmBDkeN
199,Qué Me Has Hecho (feat. Wisin),Chayanne,111411,2017-08-04--2017-08-11,es,3nUNwSYEUv9bmUc3de0Owv
200,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,110177,2017-08-04--2017-08-11,es,6JV2JOEocMgcZxYSZelKcc
1,Mi Gente,J Balvin,1999870,2017-08-11--2017-08-18,es,2rb5MvYT7ZIxbKW5hfcHx8
2,Me Rehúso,Danny Ocean,1626285,2017-08-11--2017-08-18,es,6De0lHrwBfPfrhorm9q1Xl
3,Una Lady Como Tú,Manuel Turizo,1521401,2017-08-11--2017-08-18,es,7MHN1aCFtLXjownGhvEQlF
4,Mayores,Becky G,1480987,2017-08-11--2017-08-18,es,7JNh1cfm0eXjqFVOzKLyau
5,Felices los 4,Maluma,1462903,2017-08-11--2017-08-18,es,0qYTZCo5Bwh1nsUFGZP3zn
6,Mala Mujer,C. Tangana,1297836,2017-08-11--2017-08-18,es,6puxHBNwu2Nmm7uD3Rd2MP
7,La isla del amor (feat. Maki),Demarco Flamenco,1178320,2017-08-11--2017-08-18,es,0Gw9QC3RqHmTdGqHIWLHb6
8,Bonita,J Balvin,1149933,2017-08-11--2017-08-18,es,693iqPOQvhI7PobtR8CC8v
9,Escápate Conmigo,Wisin,1023962,2017-08-11--2017-08-18,es,2cnKEkpVUSV4wnjQiTWfH6
10,Hey DJ,CNCO,964575,2017-08-11--2017-08-18,es,209gZgcfLq2aUuu51vOWBl
11,Ahora Dice,Chris Jeday,945869,2017-08-11--2017-08-18,es,22eADXu8DfOAUEDw4vU8qy
12,Kung Fu,Dasoul,944696,2017-08-11--2017-08-18,es,0B6GRS3vGtzu6w5BQXqWMq
13,Me Enamoré,Shakira,883350,2017-08-11--2017-08-18,es,4qknM1pQz53QOyfDVTjcM9
14,Despacito (Featuring Daddy Yankee),Luis Fonsi,827456,2017-08-11--2017-08-18,es,4aWmUDTfIPGksMNLV2rQP2
15,2U (feat. Justin Bieber),David Guetta,822903,2017-08-11--2017-08-18,es,3A7qX2QjDlPnazUsRk5y0M
16,Loco Enamorado,Abraham Mateo,791454,2017-08-11--2017-08-18,es,4N1c5rmWOzRmB9SMacr5wB
17,Attention,Charlie Puth,779670,2017-08-11--2017-08-18,es,4iLqG9SeJSnt0cSPICSjxv
18,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,749750,2017-08-11--2017-08-18,es,1OAh8uOEOvTDqkKFsKksCi
19,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",Morat,745229,2017-08-11--2017-08-18,es,77L1xG4kehRoAB4K37gQEA
20,Shape of You,Ed Sheeran,731736,2017-08-11--2017-08-18,es,7qiZfU4dY1lWllzX7mPBI3
21,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,719512,2017-08-11--2017-08-18,es,2Vdub5mY4lad7w64bFPUez
22,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,703130,2017-08-11--2017-08-18,es,6kex4EBAj0WHXDKZMEJaaF
23,La Rompe Corazones,Daddy Yankee,698270,2017-08-11--2017-08-18,es,4okba5wu9mMLXx79DXLKi3
24,Robarte un Beso,Carlos Vives,686978,2017-08-11--2017-08-18,es,4z3GJkrtH97Bj6fRta983T
25,Tú Me Obligaste,Antonio José,680999,2017-08-11--2017-08-18,es,2abUdU32h3kVukSQiohU6P
26,Tu Foto,Ozuna,668197,2017-08-11--2017-08-18,es,0Szp49tpFasIjX04Mcsydp
27,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,663732,2017-08-11--2017-08-18,es,5xMzazov0IHYllrc8U2K6F
28,Mama,Jonas Blue,661272,2017-08-11--2017-08-18,es,0NiXXAI876aGImAd6rTj8w
29,Bella y Sensual,Romeo Santos,650175,2017-08-11--2017-08-18,es,0ERbK7qVqveCaBWIiYCrl3
30,Me llamas (feat. Maluma) - Remix,Piso 21,649044,2017-08-11--2017-08-18,es,5hEM0JchdVzQ5PwvSfITeX
31,Lumbra,Cali Y El Dandee,648714,2017-08-11--2017-08-18,es,6VHdcVbiKLYYOcMbIqBcuK
32,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,635368,2017-08-11--2017-08-18,es,7nKBxz47S9SD79N086fuhn
33,Sirenas,Taburete,628233,2017-08-11--2017-08-18,es,4unOsvr9C2NqI9aJXrxpCy
34,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,616102,2017-08-11--2017-08-18,es,5q2JbCNi4FcnglgPfxcV65
35,Despacito - Remix,Luis Fonsi,610409,2017-08-11--2017-08-18,es,5CtI0qwDJkDQGwXD1H1cLb
36,Báilame,Nacho,605743,2017-08-11--2017-08-18,es,7lRsNbdOGykkMAgsqs4R1C
37,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,602355,2017-08-11--2017-08-18,es,5bcTCxgc7xVfSaMV3RuVke
38,Otra vez (feat. J Balvin),Zion & Lennox,596188,2017-08-11--2017-08-18,es,3QwBODjSEzelZyVjxPOHdq
39,"Rápido, Brusco, Violento",Juan Magán,583948,2017-08-11--2017-08-18,es,63HbvWprv2Mhu63x0nMmLH
40,Reggaetón Lento (Bailemos),CNCO,573255,2017-08-11--2017-08-18,es,3AEZUABDXNtecAOSC1qTfo
41,Besándote,Piso 21,571311,2017-08-11--2017-08-18,es,13X0XdLMOdtbXVtAj2ox4h
42,Thunder,Imagine Dragons,567206,2017-08-11--2017-08-18,es,0tKcYR2II1VCQWT79i5NrW
43,There's Nothing Holdin' Me Back,Shawn Mendes,556796,2017-08-11--2017-08-18,es,79cuOz3SPQTuFrp8WgftAu
44,Alguien Robo,Sebastian Yatra,548892,2017-08-11--2017-08-18,es,5i50gKdLAjjIr7UxRT5IVy
45,Tu No Metes Cabra,Bad Bunny,498741,2017-08-11--2017-08-18,es,10nQ3Pj0o1XotcikgJPVKD
46,Gyal You A Party Animal - Remix,Charly Black,497739,2017-08-11--2017-08-18,es,1AkTW13ysu0AJrwuM6UY0I
47,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,491860,2017-08-11--2017-08-18,es,3DXncPQOG4VBw3QHh3S817
48,El Amante,Nicky Jam,480581,2017-08-11--2017-08-18,es,3umS4y3uQDkqekNjVpiRUs
49,Sigo Extrañándote,J Balvin,468807,2017-08-11--2017-08-18,es,6qDF4wWL49CAVbgT7yuHl8
50,Deja vu,Prince Royce,461628,2017-08-11--2017-08-18,es,46HdsiK0uR26B2dY9QPzda
51,Ahora Me Llama,KAROL G,438441,2017-08-11--2017-08-18,es,61HHDBLqF3AmSvLfHKNGd2
52,More Than You Know,Axwell /\ Ingrosso,428903,2017-08-11--2017-08-18,es,3PEgB3fkiojxms35ntsTgs
53,Symphony (feat. Zara Larsson),Clean Bandit,393206,2017-08-11--2017-08-18,es,1x5sYLZiu9r5E43kMlt9f8
54,Krippy Kush,Farruko,392932,2017-08-11--2017-08-18,es,3rgjBiAMVGnxmsTDmUy8vb
55,Si Tú La Ves (feat. Wisin),Nicky Jam,390065,2017-08-11--2017-08-18,es,4yN6xPLopmTLvc27pO9LIE
56,Báilame - Remix,Nacho,361729,2017-08-11--2017-08-18,es,3VClLWqNn80Llv0PJOsKgr
57,Loca (feat. Cali y El Dandee),Maite Perroni,351157,2017-08-11--2017-08-18,es,05ZXXyeZFhZtA6DAP3Aw7x
58,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,347806,2017-08-11--2017-08-18,es,3Ytr1SUCUi6J3L9dRFx5iH
59,New Rules,Dua Lipa,338325,2017-08-11--2017-08-18,es,2ekn2ttSfGqwhhate0LSR0
60,Buscando Huellas (feat. J Balvin & Sean Paul),Major Lazer,334493,2017-08-11--2017-08-18,es,6WMYFEd4MJDIjJARHnOxoN
61,Issues,Julia Michaels,331448,2017-08-11--2017-08-18,es,0xG0SHshCStMEyNbNC5d4k
62,Chantaje (feat. Maluma),Shakira,306489,2017-08-11--2017-08-18,es,6mICuAdrwEjh6Y6lroV2Kg
63,Si No Vuelves,Gente De Zona,306278,2017-08-11--2017-08-18,es,0PE1dlvMZeBqEbm4BtVVSZ
64,Ando buscando (feat. Piso 21),Carlos Baute,304126,2017-08-11--2017-08-18,es,7BwJtE8KSbCQKOCTIAY3jX
65,Something Just Like This,The Chainsmokers,299451,2017-08-11--2017-08-18,es,6RUKPb4LETWmmr3iAEQktW
66,Bebe (feat. Anuel AA),Ozuna,296646,2017-08-11--2017-08-18,es,6SIrNxmmdbv1KUbFBu1PaN
67,El Farsante,DJ Jonathan,288920,2017-08-11--2017-08-18,es,66gNNRsKkmECPQUrvpMQtS
68,Unforgettable,French Montana,285028,2017-08-11--2017-08-18,es,3B54sVLJ402zGa6Xm4YGNe
69,Vente Pa' Ca (feat. Maluma),Ricky Martin,283386,2017-08-11--2017-08-18,es,7DM4BPaS7uofFul3ywMe46
70,It Ain't Me (with Selena Gomez),Kygo,282869,2017-08-11--2017-08-18,es,3eR23VReFzcdmS7TYCrhCe
71,Vacaciones,Wisin,278048,2017-08-11--2017-08-18,es,3dQDid3IUNhZy1OehIfYfE
72,Soy Peor,Bad Bunny,272592,2017-08-11--2017-08-18,es,5MT96Zz0ymUJNm8obKZQr0
73,Malibu,Miley Cyrus,265898,2017-08-11--2017-08-18,es,2habSXqcJGExM6JJyskY7O
74,Que Va,Alex Sensation,263630,2017-08-11--2017-08-18,es,7ofxPmTNMj2GP07g1VZa0O
75,Traicionera,Sebastian Yatra,259745,2017-08-11--2017-08-18,es,5J1c3M4EldCfNxXwrwt8mT
76,Perro Fiel (feat. Nicky Jam),Shakira,257317,2017-08-11--2017-08-18,es,70lnL3QaSOIIyMa2X9aVRL
