Position,Track Name,Artist,Streams,date,region,spotify_id 
143,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,283843,2019-07-19--2019-07-26,es,2qRN7PWiHRLprw4FpDeI9N
144,Ya No Quiero Ná,Lola Indigo,282860,2019-07-19--2019-07-26,es,4f5yHCv21vkIMRjmlmxaxk
145,Bohemian Rhapsody - Remastered 2011,Queen,281107,2019-07-19--2019-07-26,es,4u7EnebtmKWzUH433cf5Qv
146,Princesas,Pereza,279572,2019-07-19--2019-07-26,es,3hlWUNjAlbZ6nOjAbrivBv
147,Mamacita (feat. Farruko),Jason Derulo,279086,2019-07-19--2019-07-26,es,7iwhbx1YQcQ675DTj6AmAb
148,Destino,Greeicy,276978,2019-07-19--2019-07-26,es,041Kcvnw8nOdq8xiRibPTG
149,Mona Lisa,Nacho,276817,2019-07-19--2019-07-26,es,7aaj0oNqJRdWIEfBj0Vim9
150,TELÉFONO,Aitana,276439,2019-07-19--2019-07-26,es,5UBF2uyFNOfCCOV7vTE8CD
151,Esclavo de Tus Besos,Manuel Turizo,275874,2019-07-19--2019-07-26,es,3g4UyIcQwutiG0TfW32GnX
152,La Libertad,Alvaro Soler,274821,2019-07-19--2019-07-26,es,3DsLBZjoU5AYxZXsepHtsW
153,Soldi,Mahmood,273354,2019-07-19--2019-07-26,es,4szQkW1CDHqbRZGltXJdd3
154,"Go Loko (feat. Tyga, Jon Z)",YG,273089,2019-07-19--2019-07-26,es,1kK6DwzyXJSp58u5HYWwuD
155,YO LE LLEGO,J Balvin,271715,2019-07-19--2019-07-26,es,0uIfrUwwg0Z7KTitul7E3T
156,Desconocidos,Mau y Ricky,271226,2019-07-19--2019-07-26,es,56f5qnyAlZdlz8wrUDA50h
157,High Hopes,Panic! At The Disco,270833,2019-07-19--2019-07-26,es,1rqqCSm0Qe4I9rUvWncaom
158,7 rings,Ariana Grande,270618,2019-07-19--2019-07-26,es,6ocbgoVGwYJhOv1GgI9NsF
159,Te Vi,Piso 21,269707,2019-07-19--2019-07-26,es,059bcIhyc2SBwm6sw2AZzd
160,Adictiva,Daddy Yankee,269687,2019-07-19--2019-07-26,es,6MJUCumnQsQEKbCy28tbCP
161,A Partir De Hoy,David Bisbal,269112,2019-07-19--2019-07-26,es,7ojH6H4wE6XJNgzU4uvNc8
162,Sweet but Psycho,Ava Max,267169,2019-07-19--2019-07-26,es,25sgk305KZfyuqVBQIahim
163,bad guy (with Justin Bieber),Billie Eilish,266229,2019-07-19--2019-07-26,es,3yNZ5r3LKfdmjoS3gkhUCT
164,LHNA (with Anuel AA),RobGz,264956,2019-07-19--2019-07-26,es,4n050GO5qafy6WP3aDcnDr
165,DJ No Pare,Justin Quiles,261634,2019-07-19--2019-07-26,es,7DfDNDtQTz4Jda9Y4rBOVH
166,Usted,Juan Magán,260830,2019-07-19--2019-07-26,es,3JAuTxQUTSjoV1XsYngT0P
167,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,258396,2019-07-19--2019-07-26,es,3H9GDhVVTlmFQSmpt51qiP
168,Me Rehúso,Danny Ocean,257814,2019-07-19--2019-07-26,es,6ifUES3keWjwXgae8pXI3o
169,Soltera,Lunay,256781,2019-07-19--2019-07-26,es,4T4CZ3Q4z3GG7lU720YYhM
170,Disparos,Dani Fernández,256523,2019-07-19--2019-07-26,es,2F75mXaavRl0hm3rtM15cq
171,Cuando zarpa el amor (feat. Juan Magán),Camela,253910,2019-07-19--2019-07-26,es,4TD052UwarqucOo1fsTq6P
172,Mejor No Nos Vemos,Rels B,251261,2019-07-19--2019-07-26,es,4jRSV2R1mO5pQ5upXATMi2
173,Sobrenatural,Juan Magán,250790,2019-07-19--2019-07-26,es,1cYXPXbIR0FxurYVMGnwIN
174,Como Camarón,Estopa,249055,2019-07-19--2019-07-26,es,1VB4sadHjFcFklHcZuoROi
175,Dancing With A Stranger (with Normani),Sam Smith,243625,2019-07-19--2019-07-26,es,6Qs4SXO9dwPj5GKvVOv8Ki
176,No Lo Trates,Pitbull,243415,2019-07-19--2019-07-26,es,4gqMVEJSaL5nNeKj5WmVoT
177,Ta To Gucci (Remix),Cauty,242557,2019-07-19--2019-07-26,es,7kuRvjpeUcn6qNV9IBXC2C
178,Booty,C. Tangana,241591,2019-07-19--2019-07-26,es,4W3FJapn5CD6Fnrlfj4HFe
179,Sirenas,Taburete,241472,2019-07-19--2019-07-26,es,4unOsvr9C2NqI9aJXrxpCy
180,La Cintura,Alvaro Soler,240908,2019-07-19--2019-07-26,es,6VUJQqyeQhAZHkQbSDqLtI
181,La Plata (feat. Lalo Ebratt),Juanes,239565,2019-07-19--2019-07-26,es,7Eso5mURNFprb5PmhOXDlf
182,Brasilera,Dvicio,238974,2019-07-19--2019-07-26,es,7mMig4MDWJYIIMlChGMXQr
183,Antes de Morirme (feat. Rosalía),C. Tangana,238792,2019-07-19--2019-07-26,es,7aFBy1CBLGnZE1Iv6TvEZE
184,Pa' Llamar Tu Atención (feat. MC Bin Laden),C. Tangana,237219,2019-07-19--2019-07-26,es,2vEY3cNwXYxIG4fPAoN14q
185,La Romana,Bad Bunny,235718,2019-07-19--2019-07-26,es,1khmgu0pveJbkbpbkyvcQv
186,Como el Agua,Omar Montes,235024,2019-07-19--2019-07-26,es,1hE6HSzLrRRSPGdAtwXQzg
187,Happier,Marshmello,233804,2019-07-19--2019-07-26,es,2dpaYNEQHiRxtZbfNsse99
188,NI BIEN NI MAL,Bad Bunny,233319,2019-07-19--2019-07-26,es,278kSqsZIiYp8p3QjYAqa8
189,Mi Religión,Nil Moliner,232566,2019-07-19--2019-07-26,es,2uynv2Yi23wUILfpkRFGPd
190,Como Si Fueras a Morir Mañana,Leiva,231746,2019-07-19--2019-07-26,es,4aAfLSx9IthpC3Pw5pNk3E
191,Never Really Over,Katy Perry,230083,2019-07-19--2019-07-26,es,5PYQUBXc7NYeI1obMKSJK0
192,No te enamores,Efecto Pasillo,229978,2019-07-19--2019-07-26,es,4AMNoX4gzC25M4I00poxI2
193,SOS (feat. Aloe Blacc),Avicii,227601,2019-07-19--2019-07-26,es,2x0RZdkZcD8QRI53XT4GI5
194,Ni La Hora,Ana Guerra,225975,2019-07-19--2019-07-26,es,1aIeJAvEbFrD33tjUEJ7yo
195,Échame La Culpa,Luis Fonsi,225625,2019-07-19--2019-07-26,es,0mlAOSILGRys2IbvyOT5VJ
196,Shape of You,Ed Sheeran,225600,2019-07-19--2019-07-26,es,7qiZfU4dY1lWllzX7mPBI3
197,Rebota,Guaynaa,225511,2019-07-19--2019-07-26,es,2YRvdf9cdS88y1wB1WhKoE
198,Ibiza,Ozuna,223005,2019-07-19--2019-07-26,es,1h9P5WJwyvK8OB7O2YiXgp
199,Déjame Ser,Manuel Carrasco,222436,2019-07-19--2019-07-26,es,3cJGFgemiI7gROm7AzRAiR
200,Te Boté - Remix,Nio Garcia,221321,2019-07-19--2019-07-26,es,3V8UKqhEK5zBkBb6d6ub8i
1,China,Anuel AA,5267486,2019-07-26--2019-08-02,es,2ksOAxtIxY8yElEWw8RhgK
2,Otro Trago - Remix,Sech,3496418,2019-07-26--2019-08-02,es,4bTZeO72FwMa6wKOiqoynL
3,Callaita,Bad Bunny,2656845,2019-07-26--2019-08-02,es,2TH65lNHgvLxCKXM3apjxI
4,Señorita,Shawn Mendes,2238150,2019-07-26--2019-08-02,es,6v3KW9xbzN5yKLt9YKDYA2
5,Soltera - Remix,Lunay,2028734,2019-07-26--2019-08-02,es,1c0hsvHLELX6y8qymnpLKL
6,No Me Conoce - Remix,Jhay Cortez,2000529,2019-07-26--2019-08-02,es,4R8BJggjosTswLxtkw8V7P
7,LA CANCIÓN,J Balvin,1948949,2019-07-26--2019-08-02,es,0fea68AdmYNygeTGI4RC18
8,Mirándote,Rvfv,1925925,2019-07-26--2019-08-02,es,2Zl9S0KGB7VkqQMJgHBQXN
9,QUE PRETENDES,J Balvin,1882992,2019-07-26--2019-08-02,es,25ZAibhr3bdlMCLmubZDVt
10,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1680151,2019-07-26--2019-08-02,es,6osaMSJh9NguagEDQcZaKx
11,Contando Lunares (feat. Cruz Cafuné),Don Patricio,1536878,2019-07-26--2019-08-02,es,6uW0PIRcyZLvkoonm763xD
12,Diavla,Chris Viz,1522669,2019-07-26--2019-08-02,es,1KfrcxnOLyDhd3p4hGrhVe
13,11 PM,Maluma,1416695,2019-07-26--2019-08-02,es,7KbF6AdprOXEEHlsq11Z6d
14,Cristina (feat. Shelow Shaq),Maffio,1388116,2019-07-26--2019-08-02,es,2egI1hFZDAYrkCgtepoore
15,Milionària,ROSALÍA,1381043,2019-07-26--2019-08-02,es,2K3bjojp1sCLdMMoO5lJ2p
16,Con Altura,ROSALÍA,1256871,2019-07-26--2019-08-02,es,2qG5sZ7Si6sdK74qLxedYM
17,La Rubia - Remix 2,La Nueva Escuela,1252414,2019-07-26--2019-08-02,es,7KKTnv81z6DmfPIGsZWjOW
18,Con Calma,Daddy Yankee,1250177,2019-07-26--2019-08-02,es,5w9c2J52mkdntKOmRLeM2m
19,Otro Trago,Sech,1249496,2019-07-26--2019-08-02,es,1Ej96GIBCTvgH7tNX1r3qr
20,Te Soñé De Nuevo,Ozuna,1245333,2019-07-26--2019-08-02,es,5s8LepdwU0THzpd0M7nLsa
21,Verte Ir,DJ Luian,1199557,2019-07-26--2019-08-02,es,4lzxJ4jCuFDXXGkE1LmpKR
22,Rebota - Remix,Guaynaa,1177324,2019-07-26--2019-08-02,es,3dWpRjCmaHbroNahuSeX11
23,Hola Señorita,GIMS,1157264,2019-07-26--2019-08-02,es,5vLEmh5EolySKTvXsyWSOg
24,Cuaderno,Dalex,1151016,2019-07-26--2019-08-02,es,7anSoGdgtmJTAPZBzcPhO6
25,Tal Vez,Paulo Londra,1145209,2019-07-26--2019-08-02,es,5jW3rF4URMdK7tO2xjS5EI
26,Inocente,Myke Towers,1132915,2019-07-26--2019-08-02,es,07eET3PAzpSz5CLE4wGgN5
27,Pa Mí - Remix,Dalex,1127197,2019-07-26--2019-08-02,es,7g8YaUQABMal0zWe7a2ijz
28,Calma - Remix,Pedro Capó,1106083,2019-07-26--2019-08-02,es,5iwz1NiezX7WWjnCgY5TH4
29,"¿CÓMO TE VA, QUERIDA?",Rels B,1103176,2019-07-26--2019-08-02,es,1uiX0bdc2sPHcL1k02bC2G
30,Bésame,David Bisbal,1065066,2019-07-26--2019-08-02,es,2qON8SpeBDBSoWCvDKuwbU
31,Soldi (feat. Maikel Delacalle),Mahmood,1046585,2019-07-26--2019-08-02,es,1GVBnZF3tHJiWzdCSgg75Z
32,Velitas,Darell,1046111,2019-07-26--2019-08-02,es,7q3NthaBqFI6s0WnAlnIvq
33,Te Robaré,Nicky Jam,1019988,2019-07-26--2019-08-02,es,6v0lAdFF4haL8xjBIUjtOw
34,Swing,Danny Ocean,1006652,2019-07-26--2019-08-02,es,4DbhxwlkhTbCTqlZptxmI6
35,Mi Morena,Juanfran,1004141,2019-07-26--2019-08-02,es,6MF2uU7HoQkA1Da2jscqV2
36,Contra La Pared,Sean Paul,978897,2019-07-26--2019-08-02,es,37eGbhE1xVFSvcKkqGb6i1
37,Si Se Da,Myke Towers,972770,2019-07-26--2019-08-02,es,5KbBGUpIZd6gVFUU8tqYiQ
38,Santa María (Feat. Busy Signal),Bad Gyal,970699,2019-07-26--2019-08-02,es,4R0sTxCaskwCPbzkfXHfWg
39,La Playa,Myke Towers,965694,2019-07-26--2019-08-02,es,0jeS8PyyIRAG0A3t5DtL71
40,No Te Veo - Remix,Casper Magico,964650,2019-07-26--2019-08-02,es,0stKSegkdrfLTDvm5sIO38
41,Runaway,Sebastian Yatra,956243,2019-07-26--2019-08-02,es,7BuSE9uTIw931wtZYzvZcQ
42,Baila Conmigo (feat. Kelly Ruiz),Dayvi,941823,2019-07-26--2019-08-02,es,4Clmg1g8n2yBYG13Z1oSdG
43,I Don't Care (with Justin Bieber),Ed Sheeran,941078,2019-07-26--2019-08-02,es,0hVXuCcriWRGvwMV1r5Yn9
44,Me Quedo,Aitana,917253,2019-07-26--2019-08-02,es,6Nqi1fWKYXrVXmF3RtQbSf
45,Ellos,Ceky Viciny,913553,2019-07-26--2019-08-02,es,7bDboJVS7UlQBZj8lsvz2g
46,Cicatrices (feat. Indara),Sergio Contreras,911511,2019-07-26--2019-08-02,es,17nYNma8AncLFqOBk6tu6m
47,DOLLAR,Becky G,905989,2019-07-26--2019-08-02,es,4ziiAuFyXiY1HNSLGM1xv8
48,Enchochado de Ti,Don Patricio,877215,2019-07-26--2019-08-02,es,6G8TNOdTBpBPmDdJAvoVhA
49,MOJAITA,J Balvin,853964,2019-07-26--2019-08-02,es,71pEiUWwfDFiRO6RmFpnBf
50,HP,Maluma,847330,2019-07-26--2019-08-02,es,1LIqNVhaIgxXUt2eVoIQJ3
51,Déjate Querer,Lalo Ebratt,801136,2019-07-26--2019-08-02,es,3mN2DtljBhnrIpc3Nu2pJ8
52,Cambio,Ozuna,719692,2019-07-26--2019-08-02,es,3cg9A9GVyZAT2CPevqWr65
53,Tú No Amas,Mambo Kingz,692849,2019-07-26--2019-08-02,es,5J64qSSq0VZuh0CiI9o9Nq
54,Delincuente,Farruko,690755,2019-07-26--2019-08-02,es,3TqLIW3qd4qFYkfYsBjVN6
55,Que Mas Pues - Remix,Sech,681492,2019-07-26--2019-08-02,es,7fODjB7BrQTGqh0hogW6XD
56,Presiento,Morat,661133,2019-07-26--2019-08-02,es,2V4hc5gplg7EXlrRUvD4rp
57,Si Supieras,Daddy Yankee,632559,2019-07-26--2019-08-02,es,7MRU4vOkywuhZ9kbFiPuiu
58,bad guy,Billie Eilish,627311,2019-07-26--2019-08-02,es,2Fxmhks0bxGSBdJ92vM42m
59,Date La Vuelta,Luis Fonsi,626804,2019-07-26--2019-08-02,es,5lwVd35Zg6DJ4qibVMq99H
60,Lola Bunny,Lola Indigo,610219,2019-07-26--2019-08-02,es,7IzbHY75UhGztauT7U5eKb
61,Hookah,Bad Gyal,601039,2019-07-26--2019-08-02,es,4piZ5m1vZGDkfyHga5U97m
62,La Boca - Remix,Mau y Ricky,561233,2019-07-26--2019-08-02,es,2EEmzqzM70CybVspgM7YRT
63,Baila Baila Baila - Remix,Ozuna,536510,2019-07-26--2019-08-02,es,7mWFF4gPADjTQjC97CgFVt
64,Boomerang,Sech,529282,2019-07-26--2019-08-02,es,6E8uqptcabNz9ym19FkDye
65,Amanece,Anuel AA,513640,2019-07-26--2019-08-02,es,1LiN0Z98FkR1t0m8KmLcAH
66,Soldadito de Hierro,Nil Moliner,497759,2019-07-26--2019-08-02,es,3DfUO7e24abpbIreUpUK4B
67,Indios y Vaqueros,Sinsinati,497527,2019-07-26--2019-08-02,es,3u5GmyJP2MU3tEJgyiAG2T
68,5 Sentidos,Dvicio,495611,2019-07-26--2019-08-02,es,7chjOPhoxbpRYSrO1rvdnu
69,Bellacoso,Residente,488960,2019-07-26--2019-08-02,es,1kMUGCt7XLDc5Q64Vl0H8S
70,Amor Genuino,Ozuna,479327,2019-07-26--2019-08-02,es,6pK5edDoyrn4mWwRSVc2a5
71,Me llama,Beret,478726,2019-07-26--2019-08-02,es,7piXNyrajEfqhOkzgDq2Ts
72,Aute Cuture,ROSALÍA,478203,2019-07-26--2019-08-02,es,7dQFpbs34ufIEU745DVclf
73,Cúrame (feat. Manuel Turizo),Prince Royce,474331,2019-07-26--2019-08-02,es,6rXxAohZzTDsP5KT3IDFIU
74,Baila Baila Baila,Ozuna,473842,2019-07-26--2019-08-02,es,7uH27oIt4a6cIFCA8ZPcyG
75,Ocean,KAROL G,472021,2019-07-26--2019-08-02,es,6qoIFQfdmaQF9A1gb67tR7
76,Old Town Road - Remix,Lil Nas X,468069,2019-07-26--2019-08-02,es,2YpeDb67231RjR0MgVLzsG
77,Aleluya,Reik,463907,2019-07-26--2019-08-02,es,23CsjGOYDQiJpX44BSn9TM
78,Muito Calor,Ozuna,463200,2019-07-26--2019-08-02,es,5uVgsAzjO6eJR06VPrqUga
79,Nada Sale Mal,Aitana,461960,2019-07-26--2019-08-02,es,51ltTOzVJWp3BUHzYrRxEa
80,La Respuesta,Becky G,460666,2019-07-26--2019-08-02,es,2fOjendzUzepHwR9QrVyYF
81,El Efecto,Rauw Alejandro,459930,2019-07-26--2019-08-02,es,4SJHHpKhcuXwDsCsPqshXj
82,Celébrate,Miki Núñez,458489,2019-07-26--2019-08-02,es,05QSb3QDjUjn3EUnEPXSIz
83,Gan-Ga,Bryant Myers,457017,2019-07-26--2019-08-02,es,2J3jxgfp6GWoBsMPIa20oC
84,Un Año,Sebastian Yatra,456061,2019-07-26--2019-08-02,es,2vrpcQNg6itmgVZWsNjWe0
85,Adan y Eva,Paulo Londra,455177,2019-07-26--2019-08-02,es,132ALUzVLmqYB4UsBj5qD6
86,nana triste,Natalia Lacunza,449722,2019-07-26--2019-08-02,es,721Lxh9pNJJhNERON4Zjmw
87,Mi Persona Favorita,Alejandro Sanz,446735,2019-07-26--2019-08-02,es,1O4dGIPUXUanseRdv4fNzw
88,De Tranquilote,Danny Romero,434960,2019-07-26--2019-08-02,es,1IDFcb3cjkj2dhv3UaxX9b
89,Punto G,KAROL G,434048,2019-07-26--2019-08-02,es,2E82gORVSA7UMEz5M1IP3b
90,Secreto,Anuel AA,423580,2019-07-26--2019-08-02,es,5W83ErFkO3aKAIS1WMi6u0
91,Instagram,Dimitri Vegas & Like Mike,419605,2019-07-26--2019-08-02,es,0U6bQIAh6MCGo1xjbIIx2S
92,Sucker,Jonas Brothers,416900,2019-07-26--2019-08-02,es,22vgEDb5hykfaTwLuskFGD
93,Con La Miel En Los Labios,Aitana,403168,2019-07-26--2019-08-02,es,2QJcrJNa4KGxQ6bw0MH3Zx
94,Una Vida Para Recordar,Piso 21,401695,2019-07-26--2019-08-02,es,7pxL0DzPpCjjcdfQccvnus
95,Maldición,Lola Indigo,392457,2019-07-26--2019-08-02,es,6qz7XM4Ysl3z0rEcInLivx
96,Sobrenatural,Juan Magán,392139,2019-07-26--2019-08-02,es,1cYXPXbIR0FxurYVMGnwIN
97,Aullando,Wisin & Yandel,391120,2019-07-26--2019-08-02,es,7BuHdm4lQqcyG3qTwdkxus
98,Ella Quiere Beber - Remix,Anuel AA,389611,2019-07-26--2019-08-02,es,3f5lA8nnc4YYF1qf78WpHw
99,Shallow,Lady Gaga,383035,2019-07-26--2019-08-02,es,2VxeLyX666F8uXCJ0dZF8B
100,Serpiente Veneno (feat. Ele A El Dominio),Kidd Keo,381048,2019-07-26--2019-08-02,es,63c2jMnVyf8dtnbaQK910d
101,Beautiful People (feat. Khalid),Ed Sheeran,380137,2019-07-26--2019-08-02,es,70eFcWOvlMObDhURTqT4Fv
102,En Cero,Yandel,369357,2019-07-26--2019-08-02,es,51uLQESb4VnYAbs5WtGxho
103,Latina (feat. Maluma),Reykon,366460,2019-07-26--2019-08-02,es,00Ia46AgCNfnXjzgH8PIKH
104,MALAMENTE - Cap.1: Augurio,ROSALÍA,364847,2019-07-26--2019-08-02,es,1B0BQaSRHxhI0AUlItY3LK
105,Qué Bonito Es Querer,Manuel Carrasco,349462,2019-07-26--2019-08-02,es,6uzGmmQ4CuG9HvZktEy0LF
106,Por Eso Vine,Paulo Londra,348309,2019-07-26--2019-08-02,es,5qN1G8fSHq4Sv5FRoOkNGu
107,Someone You Loved,Lewis Capaldi,343062,2019-07-26--2019-08-02,es,7qEHsqek33rTcFNT9PFqLf
108,Vas A Quedarte,Aitana,338501,2019-07-26--2019-08-02,es,0fwIHsKXNEcb57u2um7z9I
109,Te echo de menos,Beret,338465,2019-07-26--2019-08-02,es,3gPOFPYLgpvQz0ZMwmv7NE
110,Pa ti pa mí na má,Demarco Flamenco,330763,2019-07-26--2019-08-02,es,2013yX7IujgpGJHzz6Qqsi
111,Cristina,Sebastian Yatra,329423,2019-07-26--2019-08-02,es,703iVQrfbQsXt7Uzgy1h8k
112,Tenamoras,DELLAFUENTE,327994,2019-07-26--2019-08-02,es,3R9rvUUz29qGQbAoXir2t3
113,Mujer Bruja,Lola Indigo,325133,2019-07-26--2019-08-02,es,2o2PFz6MLkKXVDYlzDAVH7
114,Vaina Loca,Ozuna,322881,2019-07-26--2019-08-02,es,48zFZh27QU5qsrBjn4C2FA
115,Cuando Nadie Ve,Morat,318582,2019-07-26--2019-08-02,es,71iAechwVKGu26pahzFL0k
116,Imposible,Luis Fonsi,311928,2019-07-26--2019-08-02,es,4cuGZb0iFyHtwaSKdKrJkF
117,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,310922,2019-07-26--2019-08-02,es,2KK9N6iBAisA0booTu3bGd
118,Sin Pijama,Becky G,310674,2019-07-26--2019-08-02,es,2ijef6ni2amuunRoKTlgww
119,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),Dvicio,305641,2019-07-26--2019-08-02,es,4txQPJDlvU72lC6EMhT7m9
120,No Te Preocupes por Mi,Leiva,305513,2019-07-26--2019-08-02,es,7hv7synVPhVu30Ex2amJQc
121,Te esperaré toda la vida,Dani Fernández,305371,2019-07-26--2019-08-02,es,6MCPhEshiLRXgdFKqvr478
122,How Do You Sleep?,Sam Smith,305122,2019-07-26--2019-08-02,es,6b2RcmUt1g9N9mQ3CbjX2Y
123,Lo siento,Beret,304819,2019-07-26--2019-08-02,es,4S6gJt4RYR34t4sjW8wEah
124,Otra Vez,Justin Quiles,301390,2019-07-26--2019-08-02,es,6P1CgIgKVxLFgFUHtymVpV
125,Fuego,Estopa,301170,2019-07-26--2019-08-02,es,6ye25NazQfUWrCTdCH3cXX
126,Guantanamera,Guitarricadelafuente,298347,2019-07-26--2019-08-02,es,0OGwGIp2WLU3jOC2xRq3id
127,Soldadito marinero,Fito y Fitipaldis,293943,2019-07-26--2019-08-02,es,0eVborSuxUeSg0meWYd9dZ
128,Ganas Sobran,Bryant Myers,293582,2019-07-26--2019-08-02,es,17iXKeQe2iVYXJcMpQqthG
129,Te Olvidaré,MYA,292082,2019-07-26--2019-08-02,es,4jrZI0XdexLjrHlBwLbhzL
130,Llégale,Lunay,291729,2019-07-26--2019-08-02,es,4vK8Kvyw1mabkMXJqbZOZT
131,Mona Lisa,Nacho,291609,2019-07-26--2019-08-02,es,7aaj0oNqJRdWIEfBj0Vim9
132,Don't Call Me Up,Mabel,288187,2019-07-26--2019-08-02,es,5WHTFyqSii0lmT9R21abT8
133,Princesas,Pereza,285650,2019-07-26--2019-08-02,es,3hlWUNjAlbZ6nOjAbrivBv
134,Goodbyes (Feat. Young Thug),Post Malone,283550,2019-07-26--2019-08-02,es,6vBdBCoOhKHiYDDOcorfNo
135,MIA (feat. Drake),Bad Bunny,282477,2019-07-26--2019-08-02,es,116H0KvKr2Zl4RPuVBruDO
136,Besos En Guerra,Morat,281662,2019-07-26--2019-08-02,es,1mlGScrDQqHqmhdIqE8MmA
137,COMO UN BEBÉ,J Balvin,280871,2019-07-26--2019-08-02,es,7knLcYCOSaURD0d7HUULFM
138,Ya No Quiero Ná,Lola Indigo,280283,2019-07-26--2019-08-02,es,4f5yHCv21vkIMRjmlmxaxk
139,Bohemian Rhapsody - Remastered 2011,Queen,277861,2019-07-26--2019-08-02,es,4u7EnebtmKWzUH433cf5Qv
140,Disparos,Dani Fernández,274485,2019-07-26--2019-08-02,es,2F75mXaavRl0hm3rtM15cq
141,Perdón,David Bisbal,274439,2019-07-26--2019-08-02,es,4iCJFRTRsFlj4UWoEd7bS9
142,Destino,Greeicy,274299,2019-07-26--2019-08-02,es,041Kcvnw8nOdq8xiRibPTG
143,Esclavo de Tus Besos,Manuel Turizo,273588,2019-07-26--2019-08-02,es,3g4UyIcQwutiG0TfW32GnX
144,La Boca,Mau y Ricky,273128,2019-07-26--2019-08-02,es,0UQwlF2pRkr1lMN6kNNUj3
145,Plugstar,Kidd Keo,271376,2019-07-26--2019-08-02,es,1EDYTsAh4qcktiwqXD5Zqg
146,La Libertad,Alvaro Soler,270539,2019-07-26--2019-08-02,es,3DsLBZjoU5AYxZXsepHtsW
147,Como Tu,Bandaga,269726,2019-07-26--2019-08-02,es,3la3ywDAvhJ6lR7sVE0d6J
148,Desconocidos,Mau y Ricky,269539,2019-07-26--2019-08-02,es,56f5qnyAlZdlz8wrUDA50h
149,TELÉFONO,Aitana,267187,2019-07-26--2019-08-02,es,5UBF2uyFNOfCCOV7vTE8CD
150,Soldi,Mahmood,267016,2019-07-26--2019-08-02,es,4szQkW1CDHqbRZGltXJdd3
151,7 rings,Ariana Grande,266606,2019-07-26--2019-08-02,es,6ocbgoVGwYJhOv1GgI9NsF
152,Dio$ No$ Libre Del Dinero,ROSALÍA,265767,2019-07-26--2019-08-02,es,5m9l5wILQ9iiLd8csLeR5v
153,Te Vi,Piso 21,265577,2019-07-26--2019-08-02,es,059bcIhyc2SBwm6sw2AZzd
154,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,264590,2019-07-26--2019-08-02,es,0KoiMHhqKLoL4xM54rcWYY
155,Adictiva,Daddy Yankee,260825,2019-07-26--2019-08-02,es,6MJUCumnQsQEKbCy28tbCP
156,Usted,Juan Magán,259542,2019-07-26--2019-08-02,es,3JAuTxQUTSjoV1XsYngT0P
157,High Hopes,Panic! At The Disco,258864,2019-07-26--2019-08-02,es,1rqqCSm0Qe4I9rUvWncaom
158,Mejor No Nos Vemos,Rels B,258280,2019-07-26--2019-08-02,es,4jRSV2R1mO5pQ5upXATMi2
159,A Partir De Hoy,David Bisbal,257771,2019-07-26--2019-08-02,es,7ojH6H4wE6XJNgzU4uvNc8
160,Otra Copa,Bandaga,256959,2019-07-26--2019-08-02,es,38a7xqi18rg8wGJhK71fj8
161,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,256214,2019-07-26--2019-08-02,es,6JqpFboOH2bq9pzaYbkKBn
162,Soltera,Lunay,254930,2019-07-26--2019-08-02,es,4T4CZ3Q4z3GG7lU720YYhM
163,Bandolera,Bryant Myers,254891,2019-07-26--2019-08-02,es,5suqjbw9bF0T1X3HU1oG1v
164,No Lo Trates,Pitbull,253929,2019-07-26--2019-08-02,es,4gqMVEJSaL5nNeKj5WmVoT
165,Say My Name,David Guetta,253919,2019-07-26--2019-08-02,es,0YammaEkYSeo9vQYZ1OwS6
166,Sirenas,Taburete,253776,2019-07-26--2019-08-02,es,4unOsvr9C2NqI9aJXrxpCy
167,Cuando zarpa el amor (feat. Juan Magán),Camela,253639,2019-07-26--2019-08-02,es,4TD052UwarqucOo1fsTq6P
168,Como el Agua,Omar Montes,253088,2019-07-26--2019-08-02,es,1hE6HSzLrRRSPGdAtwXQzg
169,Me Rehúso,Danny Ocean,251227,2019-07-26--2019-08-02,es,6ifUES3keWjwXgae8pXI3o
170,UN PESO,J Balvin,250094,2019-07-26--2019-08-02,es,7hynhxDoDpgMIV12JuVtNa
171,"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,249669,2019-07-26--2019-08-02,es,1DckcUSLpCfYsD1htu4JnF
172,Mi Religión,Nil Moliner,247982,2019-07-26--2019-08-02,es,2uynv2Yi23wUILfpkRFGPd
173,Como Camarón,Estopa,247976,2019-07-26--2019-08-02,es,1VB4sadHjFcFklHcZuoROi
174,Sweet but Psycho,Ava Max,246957,2019-07-26--2019-08-02,es,25sgk305KZfyuqVBQIahim
175,Tan Buena,Gente De Zona,245874,2019-07-26--2019-08-02,es,6I1JuzUGxTAD0kDY65fg1s
176,Que Me Baile,ChocQuibTown,244577,2019-07-26--2019-08-02,es,6dZDBFRYElQx4DY1q62r30
177,Never Really Over,Katy Perry,241179,2019-07-26--2019-08-02,es,5PYQUBXc7NYeI1obMKSJK0
